"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","description","treatment"
"LOC115140067",42.96553516248,0.224659591790584,0.101843351619249,0.000404362561251506,0.051347224138231,"26S proteasome non-ATPase regulatory subunit 9-like","liver"
"LOC115145095",311.162069601426,0.224066961319041,0.108468464056247,0.000342005297517829,0.051347224138231,"proteasome subunit beta type-5-like","liver"
"LOC115134514",107.365890738346,0.223413064599563,0.0932302126545891,0.000428993683539953,0.051347224138231,"40S ribosomal protein S13","liver"
"LOCNA.3726",51.7896821508788,0.223032087540576,0.101018692384764,0.00044414114942443,0.051347224138231,NA,"liver"
"LOCNA.1759",44.1028096034287,0.222908378596444,0.0929929311113943,0.000439204942058856,0.051347224138231,NA,"liver"
"LOC115121896",83.8215562505802,0.2228465743621,0.0975645498418454,0.000458436292863429,0.051347224138231,"vacuolar protein sorting-associated protein 29, transcript variant X2","liver"
"LOC115101639",40.2833201049163,0.221580969917809,0.100102107163588,0.000483132510111825,0.0514672858885163,"mRNA export factor, transcript variant X2","liver"
"LOC115143985",149.714335201736,0.220553886805775,0.0828026446995448,0.000347972117627779,0.051347224138231,"ADP-ribosylation factor 1","liver"
"LOC115140186",155.996380722397,0.219782413041855,0.0892091515600803,0.000477871978136992,0.0514672858885163,"dynein light chain 1, cytoplasmic-like","liver"
"LOC115142589",99.382477783106,0.219047181084639,0.0830579710618768,0.000386280733621774,0.051347224138231,"phosphoribosyl pyrophosphate synthase-associated protein 1-like, transcript variant X2","liver"
"LOC115104729",486.108115545581,0.218949980198294,0.072811044730726,0.000174624290901538,0.0410803644345867,"cytochrome b-c1 complex subunit 9-like","liver"
"LOC115143167",66.2406955859994,0.218765866727215,0.0853883268628132,0.000440090232762081,0.051347224138231,"GTP-binding protein Rheb-like","liver"
"LOC115111714",43.1851323603949,0.218266778893992,0.109243272666082,0.000430856022940334,0.051347224138231,"septin-2-like","liver"
"LOC115126009",252.464003404165,0.2180193426228,0.0951421998747076,0.000585628005462292,0.0524348943481573,"ATP synthase F(0) complex subunit B1, mitochondrial-like","liver"
"LOC115134971",51.3612023673969,0.217372844163026,0.109821523499679,0.000435056733348684,0.051347224138231,"voltage-dependent anion-selective channel protein 2-like","liver"
"LOC115142640",109.095304773969,0.216139385977212,0.0722380526528381,0.000199150237342664,0.0441858429543254,"protein dpy-30 homolog, transcript variant X1","liver"
"LOCNA.357",193.309710071905,0.216023365658511,0.104658654741057,0.000578647771456737,0.0524348943481573,NA,"liver"
"LOC115138930",247.348124609799,0.215970828045996,0.0866663739269524,0.00054429558348143,0.0524348943481573,"ATPase inhibitor B, mitochondrial-like, transcript variant X2","liver"
"LOC115113712",765.507935780703,0.215129136302981,0.0908962502286227,0.000644644927740964,0.0525619517864729,"ferritin, heavy subunit-like","liver"
"LOC115110656",73.048111008013,0.214434956340392,0.0979924075128095,0.000706229330443334,0.0541021640826526,"SEC14-like protein 1, transcript variant X2","liver"
"LOC115109712",198.667896808025,0.21319900650133,0.0618176277391008,5.65547795093911e-05,0.0266090237591685,"rab GDP dissociation inhibitor beta-like","liver"
"LOC115142868",132.139874556434,0.213024428799608,0.0869837593089906,0.00065007455383244,0.0525619517864729,"cytochrome c1, heme protein, mitochondrial-like","liver"
"LOC115132418",125.043507466417,0.212679661531461,0.0940019574548506,0.000768633294856236,0.0562441821506916,"serine/threonine-protein kinase PINK1, mitochondrial-like","liver"
"LOCNA.4062",190.624500402747,0.212307868845777,0.0836748480941679,0.000592251899888888,0.0524348943481573,NA,"liver"
"LOC115125925",76.5594708916325,0.210888805236891,0.0943991991934676,0.000846301598268331,0.0582709612661341,"peptidyl-prolyl cis-trans isomerase A-like","liver"
"LOC115101900",100.121047264529,0.210209560958757,0.0870606203200005,0.000762457964262887,0.0562441821506916,"gamma-secretase subunit PEN-2","liver"
"LOC115120964",679.334056449519,0.2098368325453,0.0934042999579984,0.000887169583803777,0.0603489092789895,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like","liver"
"LOC115111051",44.605940740642,0.20963763673959,0.1111706419172,0.000565660806018258,0.0524348943481573,"28S ribosomal protein S36, mitochondrial-like, transcript variant X1","liver"
"LOC115122703",93.9453310222085,0.208408523325927,0.0901795029862139,0.000912611277341723,0.0613405151413258,"pyridoxal phosphate homeostasis protein-like, transcript variant X1","liver"
"LOC115101234",262.800734807576,0.208350413376251,0.0937968027351366,0.000961522417841373,0.0616904042174136,"BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like","liver"
"LOC115123317",75.3482378700742,0.208052057793427,0.0960862195722673,0.000982935010707468,0.062218425324878,"cytochrome c, transcript variant X1","liver"
"LOCNA.3783",95.8529032742696,0.20803821105179,0.0852353880598454,0.000806903782183142,0.0562441821506916,NA,"liver"
"LOC115135536",522.407341118967,0.207428578589717,0.113063676105142,0.000540762169243134,0.0524348943481573,"V-type proton ATPase catalytic subunit A-like","liver"
"LOC115139625",82.9731148521565,0.205999337967221,0.088174119361691,0.000991792114636738,0.062218425324878,"5'-3' exoribonuclease 2-like","liver"
"LOC115106562",687.498094276931,0.205991382475724,0.0781597594357847,0.00063059210200394,0.0525619517864729,"histone H3.3, transcript variant X3","liver"
"LOC115125976",519.08057814341,0.205715488695329,0.110369474590175,0.000709096730803452,0.0541021640826526,"60S ribosomal protein L3","liver"
"LOC115134211",44.6860075302028,0.205016423123396,0.0847100289024773,0.000936273793594073,0.0614674632399085,"serine/threonine-protein kinase 17B-like","liver"
"LOC115131775",1336.90479125622,0.20471907938309,0.0986075058311536,0.00114203426710855,0.0652607246375667,"40S ribosomal protein S27","liver"
"LOC115135016",283.984900242854,0.204409589826353,0.0889747552640584,0.00110132780094232,0.0652607246375667,"cytochrome c1, heme protein, mitochondrial-like","liver"
"LOC115123135",47.6757598714433,0.204335017102871,0.105850964734597,0.000960192604158573,0.0616904042174136,"syndecan-4-like","liver"
"LOCNA.2977",104.080672406611,0.204149328176256,0.0940567014836527,0.00119500400515213,0.0668019070602866,NA,"liver"
"LOC115119000",370.058749408274,0.203632913927838,0.0674632031384283,0.000273382416949189,0.0497908750353265,"transmembrane emp24 domain-containing protein 10-like","liver"
"LOC115140758",171.694610596652,0.203311707356914,0.0972563838394847,0.00124038495044157,0.0670100982935273,"tumor necrosis factor receptor superfamily member 1A-like, transcript variant X3","liver"
"LOC115112864",112.809569092862,0.203138307980435,0.075018572273266,0.000598504339135668,0.0524348943481573,"casein kinase I, transcript variant X3","liver"
"LOCNA.1101",48.068698233484,0.202623076921872,0.110835285040713,0.000787059918913515,0.0562441821506916,NA,"liver"
"LOCNA.3313",398.110129019525,0.202605373105151,0.094010585223298,0.00129243155440795,0.0670100982935273,NA,"liver"
"LOC115110806",662.366194763291,0.202492764959139,0.0935845065277942,0.00129729716843538,0.0670100982935273,"cytochrome c oxidase subunit NDUFA4-like","liver"
"LOC115105984",82.9916507740992,0.202451688708687,0.114037773339269,0.000612947755398226,0.0524348943481573,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like","liver"
"LOC115105093",52.0343433136211,0.201742418535379,0.0988475757980079,0.00131723087011075,0.0670100982935273,"cullin-2-like, transcript variant X2","liver"
"LOC115111365",91.1797224554729,0.201286809720665,0.101956145072103,0.00126498587420725,0.0670100982935273,"osteoclast-stimulating factor 1-like","liver"
"LOC115102635",163.755141995053,0.199651816822274,0.115221056429995,0.000612677198691564,0.0524348943481573,"keratin, type I cytoskeletal 18-like","liver"
"LOC115115084",129.996283159779,0.199623988112637,0.0878546107956191,0.00138374002168015,0.0676872164904322,"uncharacterized LOC115115084","liver"
"LOC115144429",75.7192612011235,0.199376645855461,0.0848346136446732,0.00128305159766614,0.0670100982935273,"vacuolar protein sorting-associated protein 26A-like","liver"
"LOC115106648",122.338210324329,0.199196866657406,0.0859942870524294,0.00134556930141563,0.0676244392015773,"ras-related protein Rab-5C, transcript variant X4","liver"
"LOCNA.2103",683.925896584146,0.197196458812346,0.115223596002472,0.000676464543691546,0.0537932227279221,NA,"liver"
"LOC115110534",167.652561641131,0.196328834675796,0.0871767045558142,0.0016195614084114,0.0743418187958598,"transmembrane protein 106B-like, transcript variant X4","liver"
"LOC115145882",67.8220315411759,0.196272684138281,0.0988632519001521,0.00171591188139207,0.0768067701100784,"MICOS complex subunit Mic10-like","liver"
"LOC115146361",491.230865527366,0.195893437993251,0.0908104560319434,0.00177198037178588,0.0773782773680201,"cytochrome c oxidase subunit 7A2, mitochondrial-like","liver"
"LOC115147101",65.6823138431096,0.195484019973279,0.107123792106506,0.00135344697658134,0.0676244392015773,"dolichol phosphate-mannose biosynthesis regulatory protein-like, transcript variant X2","liver"
"LOCNA.729",142.98283190015,0.194473487752033,0.112042012199579,0.00101989124203437,0.063278087390396,NA,"liver"
"LOC115101480",137.094698707325,0.194422043003859,0.0962530918531045,0.00193388729942991,0.0796127610152755,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like","liver"
"LOC115128695",120.786028850858,0.194212731901759,0.0856855367006336,0.0017394552370817,0.0768067701100784,"cytochrome b-c1 complex subunit 7-like","liver"
"LOC115132815",158.184996508307,0.193946092177148,0.104183927576127,0.00165799951526572,0.0754924617999214,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial-like","liver"
"LOC115130477",169.720784417405,0.193769188003082,0.11100681423255,0.00114060721428308,0.0652607246375667,"lysozyme g-like","liver"
"LOC115110978",1606.54115977384,0.193185746166104,0.100905943056537,0.00190538661520269,0.0796127610152755,"cytochrome c oxidase subunit 7C, mitochondrial-like","liver"
"LOC115108282",448.938976710955,0.192013025661561,0.0930073747138854,0.00218984736899503,0.0864606870303913,"ATP synthase subunit delta, mitochondrial-like, transcript variant X1","liver"
"LOC115140820",44.8772531554541,0.191218942235527,0.119148744955733,0.000514333619575985,0.0524348943481573,"zinc finger MYM-type protein 1-like, transcript variant X1","liver"
"LOC115110483",230.400742276966,0.19078568526115,0.07544716776911,0.00129797524440067,0.0670100982935273,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6-like","liver"
"LOC115133349",187.487319482589,0.190342197424765,0.0671755020556909,0.000651671382404021,0.0525619517864729,"ER membrane protein complex subunit 4, transcript variant X2","liver"
"LOC115122299",289.917971707057,0.19020640873737,0.12697834172455,8.77156522334106e-05,0.0290814747470147,"mannose-binding protein C-like","liver"
"LOC115112854",260.988621443685,0.190130115840073,0.0808400786988412,0.00181349320731648,0.0773782773680201,"proteasome subunit beta type-1-B-like","liver"
"LOC115102205",485.663604983162,0.189568454917661,0.0989301978072398,0.00235776719902152,0.0874718206451658,"60S ribosomal protein L22","liver"
"LOC115142782",62.9232902367079,0.189510951533569,0.106562692829358,0.0018208635297769,0.0773782773680201,"myosin regulatory light polypeptide 9","liver"
"LOC115138170",325.028728089755,0.189162220383733,0.0991897333537263,0.00239142662459407,0.0874718206451658,"ependymin-like","liver"
"LOC115131682",54.3220645629895,0.189040976380378,0.0992081536237748,0.00240421670949267,0.0874718206451658,"elongin-A-like","liver"
"LOC115138148",46.0042446110076,0.188350779339123,0.103892987902527,0.00216520289393709,0.0860896868955551,"Y-box-binding protein 2-A-like, transcript variant X3","liver"
"LOC115109312",200.968961036424,0.188153624239607,0.077791280415834,0.0017391648477514,0.0768067701100784,"anamorsin, transcript variant X3","liver"
"LOC115102499",61.053872350021,0.187728007160229,0.0934841107962885,0.00270377437413189,0.0922501561369391,"transcription initiation factor TFIID subunit 8-like","liver"
"LOC115108384",39.7953581305831,0.187446893265739,0.0900337086924375,0.00268647822754731,0.0922501561369391,"MOB kinase activator 3A","liver"
"LOC115109447",704.51609107576,0.186542830247914,0.110481990954084,0.00161836503349507,0.0743418187958598,"ADP-ribosylation factor 4-like","liver"
"LOC115142321",89.2864026483265,0.186274096784213,0.0994047434082827,0.00272529935169744,0.0922501561369391,"MAP kinase-activated protein kinase 2-like","liver"
"LOCNA.1183",121.315096438226,0.186258101741606,0.108980622584096,0.00182276140452474,0.0773782773680201,NA,"liver"
"LOC115103239",275.552708701141,0.185892465450574,0.0947076263387556,0.00294613303653661,0.0961495209496283,"ubiquitin-60S ribosomal protein L40-like","liver"
"LOC115138700",274.376762179229,0.185698626466734,0.0805141038054626,0.0022731902380139,0.0874718206451658,"signal recognition particle 54 kDa protein-like, transcript variant X1","liver"
"LOC115110214",169.6555699466,0.185662317174004,0.106885974314412,0.00212356600229019,0.085111259150325,"nucleoside diphosphate kinase A-like","liver"
"LOC115101455",230.896022574008,0.185303349192477,0.0757971328422593,0.0018193155378398,0.0773782773680201,"ras-related protein Rab-1A-like","liver"
"LOC115109368",21560.2011986255,0.185117595478744,0.10533356625798,0.00235418239655861,0.0874718206451658,"metallothionein A","liver"
"LOC115101740",155.084673277335,0.185018967172162,0.0932301254696043,0.00308244006074287,0.0987738039047335,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like, transcript variant X1","liver"
"LOC115111717",122.149748445696,0.184844134540467,0.0763106870070807,0.00192533383947169,0.0796127610152755,"ubiquitin recognition factor in ER-associated degradation protein 1","liver"
"LOCNA.1533",731.06682744857,0.184787656863608,0.103072953273534,0.00262569069169189,0.0920785692254188,NA,"liver"
"LOC115117859",68.5964228466853,0.184635921751683,0.0830820001781719,0.00265246596422049,0.0922501561369391,"protein kish-A-like","liver"
"LOCNA.1680",141.127740410038,0.184520015633949,0.0936146392938567,0.00315662500868296,0.0987738039047335,NA,"liver"
"LOC115103576",155.560057498132,0.184240282687759,0.120545754185775,0.000517085627290488,0.0524348943481573,"dispanin subfamily A member 2b-like","liver"
"LOCNA.655",94.898061111777,0.183843317983134,0.11287417475672,0.00147956386301205,0.0707933692420848,NA,"liver"
"LOCNA.97",1685.63512493942,0.183746910636497,0.0933593676658093,0.00327677821244836,0.0995647716499112,NA,"liver"
"LOC115133189",137.933537149447,0.183612942967649,0.0787821590274514,0.0023511207114797,0.0874718206451658,"short transmembrane mitochondrial protein 1","liver"
"LOC115103830",2671.48806013347,0.183254974121259,0.0838224771177714,0.0029172647581962,0.095760911771952,"beta-2-glycoprotein 1-like","liver"
"LOCNA.1295",301.818280216943,0.182655518479449,0.100300106728754,0.00315417767124207,0.0987738039047335,NA,"liver"
"LOC115108144",42.695425668713,0.182650449018409,0.0864503499424585,0.00321898333660485,0.0987738039047335,"RNA 3'-terminal phosphate cyclase-like, transcript variant X2","liver"
"LOC115108166",133.825655850166,0.18228033056539,0.0865716252005365,0.00328769644626323,0.0995647716499112,"membralin-like, transcript variant X3","liver"
"LOC115110327",146.12802801956,0.182227270657739,0.0936738367597897,0.00352202116659035,0.102308304401603,"ubiquitin domain-containing protein UBFD1-like, transcript variant X3","liver"
"LOC115104936",92.4194988837223,0.181676051305597,0.0938830380706846,0.00361355971480336,0.103369826271887,"mitochondrial fission regulator 1-like","liver"
"LOC115141895",52.4232291595452,0.181623652006872,0.0992380359923629,0.00339192271228405,0.101326961024105,"vasodilator-stimulated phosphoprotein-like, transcript variant X2","liver"
"LOC115133149",192.120380426121,0.181483676145994,0.0907988461385947,0.00362508423695247,0.103369826271887,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5-like","liver"
"LOC115130345",41.4577730260986,0.181250069309629,0.0845227006393437,0.00329766423991027,0.0995647716499112,"ATP-binding cassette sub-family F member 2","liver"
"LOC115120267",460.941061721967,0.181235655731243,0.0861213803363885,0.00343129340581989,0.101594801821817,"transitional endoplasmic reticulum ATPase-like","liver"
"LOC115115591",159.659982995134,0.181086092512985,0.11878941002751,0.000784378204735364,0.0562441821506916,"dispanin subfamily A member 2b-like","liver"
"LOCNA.2076",50.1634035257091,0.180712071709167,0.111275306517041,0.00194590170388027,0.0796127610152755,NA,"liver"
"LOC115116667",88.4393854548743,0.180154401783296,0.0949004617513281,0.00386305943276548,0.105366345687893,"proteasome subunit alpha type-1-like","liver"
"LOCNA.4051",65.7938087984022,0.180131121828405,0.084679909241726,0.00350439361064841,0.102308304401603,NA,"liver"
"LOC115129427",1188.89348656547,0.179846793920865,0.0972641949848089,0.00381848041650572,0.105366345687893,"ADP/ATP translocase 2-like","liver"
"LOC115137610",60.5012822499812,0.179792049205526,0.0966821548168145,0.00385974712952602,0.105366345687893,"dehydrogenase/reductase SDR family member 11-like","liver"
"LOCNA.2899",40.6520178902742,0.179756764495293,0.112937378267562,0.00174127994581828,0.0768067701100784,NA,"liver"
"LOC115132503",278.287297908528,0.179708240812339,0.0957852805877296,0.00391516616240671,0.105750221684497,"myosin light polypeptide 6-like","liver"
"LOC115137284",59.2153474599521,0.179389542601469,0.0924217652805492,0.00403402123482848,0.1069299713232,"LON peptidase N-terminal domain and RING finger protein 1-like, transcript variant X1","liver"
"LOCNA.2370",2183.90522234269,0.178066306979345,0.0908246732579082,0.00427333553603775,0.107371334664048,NA,"liver"
"LOC115111499",331.406302592937,0.177689313550007,0.0917142054303392,0.00436728749294508,0.108269851317313,"C-type lectin domain family 4 member E-like","liver"
"LOCNA.957",43.6297492450123,0.177634469914188,0.102506646262935,0.00369898926324293,0.103902952140645,NA,"liver"
"LOC115143646",228.346945069676,0.177577331098142,0.0903939407577701,0.00436248536853808,0.108269851317313,"cytochrome c oxidase subunit 6C-1","liver"
"LOC115137319",179.814275421959,0.177250346870521,0.0727329198189677,0.00235785648607952,0.0874718206451658,"acid ceramidase-like","liver"
"LOC115114211",842.194092606941,0.177129514676295,0.102198576328793,0.00382502424329644,0.105366345687893,"40S ribosomal protein S28","liver"
"LOC115106440",50.9817645959117,0.176688935099971,0.0853149291549341,0.00422667129530408,0.107371334664048,"ADP-ribosylation factor 1","liver"
"LOC115133187",275.556666573045,0.176680910012583,0.108848466681708,0.00278128877030103,0.0923574530967177,"aldo-keto reductase family 1 member B1-like","liver"
"LOC115140916",136.535574630642,0.176202016543194,0.071612949679252,0.00231464318038163,0.0874718206451658,"RWD domain-containing protein 1-like, transcript variant X1","liver"
"LOC115112011",89.0809190368425,0.176163119375987,0.0841152894418191,0.00421383896158419,0.107371334664048,"serine/threonine-protein phosphatase 2A catalytic subunit beta isoform-like","liver"
"LOC115102139",713.10469079888,0.176017641429179,0.102321431579782,0.00400241368915292,0.1069299713232,"nascent polypeptide-associated complex subunit alpha-like, transcript variant X1","liver"
"LOC115102966",941.166681436714,0.175991980104831,0.0989114278929339,0.00441855479716289,0.108269851317313,"CCAAT/enhancer-binding protein delta-like","liver"
"LOC115112959",335.047571698218,0.175750092375969,0.107375529604469,0.00318524352828921,0.0987738039047335,"cell cycle control protein 50C-like","liver"
"LOC115140224",52.7166843119531,0.175379437706168,0.0964747249433796,0.00474384521055585,0.112065899827608,"ran-specific GTPase-activating protein-like, transcript variant X1","liver"
"LOC115113675",1433.04796335557,0.175221838437092,0.0912254225798791,0.00490028549508899,0.113389393054395,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial","liver"
"LOCNA.3763",42.9962955828453,0.175150699194733,0.110598721148532,0.00260215937623582,0.0918236989889214,NA,"liver"
"LOC115132550",120.331132873945,0.174944934305657,0.0981073513808661,0.00471116785139156,0.111865573814556,"ATP synthase F(0) complex subunit B1, mitochondrial-like","liver"
"LOC115113672",258.928134659453,0.174919358235926,0.0921435272362452,0.00498017678878018,0.113402271416919,"probable ribosome biogenesis protein RLP24","liver"
"LOC115145863",79.9568680641811,0.1749118089388,0.0944062096089568,0.00494854070270007,0.113402271416919,"acid ceramidase-like","liver"
"LOC115132353",41.6842298746211,0.174693872884449,0.0858486567383349,0.00471555199572518,0.111865573814556,"YTH domain-containing family protein 1-like, transcript variant X1","liver"
"LOC115108195",138.193891781901,0.174687892879028,0.0690522958290565,0.00207453304427022,0.0842648458125875,"NADH-quinone oxidoreductase subunit B-like","liver"
"LOC115102020",114.230862607734,0.174579410434559,0.0977509221611491,0.00482206615292069,0.112590705890467,"40S ribosomal protein S23","liver"
"LOCNA.722",43.5841704263918,0.174492873111109,0.0950203552163315,0.00502134060136503,0.113857385683964,NA,"liver"
"LOC115131311",529.424924376496,0.174391211891041,0.0787589330864094,0.0038356833187715,0.105366345687893,"26S proteasome complex subunit SEM1-like","liver"
"LOC115135501",127.073379824732,0.173741099257441,0.0896310339817704,0.00520652681938287,0.116147836618133,"ras-related protein Rab-1B-like","liver"
"LOC115141548",123.209165585089,0.173515418496913,0.112213049638384,0.00241686220698652,0.0874718206451658,"flavin reductase (NADPH)-like, transcript variant X2","liver"
"LOC115108511",109.62139808212,0.173290343425245,0.0828863930124272,0.00470111308406475,0.111865573814556,"F-box/LRR-repeat protein 5","liver"
"LOC115130323",210.384400225427,0.172693982180081,0.087329891492123,0.00533036523147529,0.117502704620428,"MOB-like protein phocein, transcript variant X5","liver"
"LOC115141504",160.460505467492,0.172584204282835,0.0826941577132578,0.00484220793445863,0.112590705890467,"coatomer subunit delta-like","liver"
"LOC115129029",66.222080311856,0.172275897684632,0.102632955043892,0.00467120751347213,0.111865573814556,"thioredoxin-like protein 4A","liver"
"LOCNA.147",70.1442856690546,0.171893605069049,0.0751573902204714,0.00367436093928029,0.103727209315883,NA,"liver"
"LOC115102776",166.245179856961,0.171871520547912,0.0824511532827237,0.00498118372500812,0.113402271416919,"NEDD8-like","liver"
"LOC115104582",127.587772136366,0.171504695357478,0.0866987080591942,0.00558779131217134,0.121809535708569,"proteasome maturation protein-like","liver"
"LOC115144160",50.8693754162633,0.171160905922381,0.11356772087386,0.00231990285098917,0.0874718206451658,"protein Tob1-like","liver"
"LOC115111930",244.820098305034,0.170827786668079,0.0884248777736928,0.00590738594277404,0.125860758614725,"histone H2A.V","liver"
"LOCNA.2939",66.2036932223502,0.170811607106516,0.0917667503030223,0.00602782897238798,0.126590076226053,NA,"liver"
"LOC115135239",110.486731010294,0.170493422044699,0.0883913954977054,0.00599910561733162,0.126590076226053,"cytochrome c oxidase subunit 7A-related protein, mitochondrial","liver"
"LOC115112233",216.219266478795,0.170490853442486,0.0967368348613294,0.0059011180957794,0.125860758614725,"26S proteasome non-ATPase regulatory subunit 7","liver"
"LOCNA.2724",428.45153591816,0.170387782244769,0.091037654441641,0.00613929492355018,0.127435511538104,NA,"liver"
"LOC115131932",57.0410436705615,0.169929206696895,0.0924901797937664,0.00627553826809148,0.129312733801622,"poly(rC)-binding protein 2, transcript variant X1","liver"
"LOC115110057",3360.3129211003,0.169916858873851,0.11881716925792,0.00116646202682549,0.0658584460345674,"ferritin, middle subunit-like","liver"
"LOC115113623",192.360911133868,0.168961708791287,0.0983270587814612,0.0061374982700116,0.127435511538104,"cytochrome c oxidase subunit 5A, mitochondrial-like","liver"
"LOC115132293",49.4328410319145,0.16891732813857,0.0757961374910341,0.00444892056422542,0.108269851317313,"diphosphoinositol polyphosphate phosphohydrolase 1-like, transcript variant X2","liver"
"LOC115103192",66.905700812383,0.16886140204266,0.105191034684768,0.00484582740548769,0.112590705890467,"transmembrane protein 56-B-like, transcript variant X2","liver"
"LOC115119183",101.811365475874,0.168803249007413,0.103628742421416,0.00522521262858761,0.116147836618133,"hydroxyacylglutathione hydrolase, mitochondrial-like","liver"
"LOC115129047",1248.20611560568,0.168696759739114,0.0956878465891949,0.0064909920352144,0.129885231244799,"60S ribosomal protein L14-like","liver"
"LOC115140267",46.9194572876575,0.1683922115304,0.0853882212272163,0.00633565754193569,0.129820117445214,"TM2 domain-containing protein 2-like","liver"
"LOCNA.4223",741.667723792834,0.168374407597253,0.0949456104255729,0.0066402354341118,0.131086605807676,NA,"liver"
"LOC115113529",177.024077061559,0.167996500752361,0.0732766433755019,0.00407341551819102,0.10722439868464,"dnaJ homolog subfamily A member 2","liver"
"LOC115106326",265.161668700201,0.167769191641068,0.0850051204405748,0.00647814527665049,0.129885231244799,"eukaryotic translation initiation factor 3 subunit E","liver"
"LOCNA.1676",106.345275197893,0.167675279434099,0.108507810985931,0.00418272051822599,0.107371334664048,NA,"liver"
"LOC115144376",328.080197415305,0.16767039903776,0.102922967667203,0.00565231558019708,0.122742206791511,"cytochrome c oxidase assembly protein COX14 homolog","liver"
"LOC115106415",338.497566742022,0.167644342019695,0.108213431048592,0.00427384626592881,0.107371334664048,"zinc transporter ZIP11-like, transcript variant X2","liver"
